"","Customer_ID","Credit_Amount","Purpose_Credit_Taken","Duration_in_Months","Status_Checking_Accnt","Credit_History","Job_Status","Years_At_Present_Employment","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Age","Housing","Num_Credits","Num_Dependents","Foreign_Worker","Default_On_Payment","Dummy_Job_Status_A171","Dummy_Job_Status_A172","Dummy_Job_Status_A173","Dummy_Purpose_Credit_Taken_Low","Dummy_Purpose_Credit_Taken_High","Dummy_Status_Checking_Accnt_High","Dummy_Status_Checking_Accnt_Medium","Dummy_Credit_History_High","Dummy_Credit_History_Low","Dummy_Years_At_Present_Employment_High","Dummy_Years_At_Present_Employment_Medium","Dummy_Marital_Status_Gender","Dummy_Other_Debtors_Guarantors","Dummy_Housing","Dummy_Foreign_Worker","Dummy_Age_Group","Dummy_Credit_Amount","Dummy_Current_Address_Yrs","Predicted_Probability"
"3427","C18427",1549,"P40",9,"S12","A32","A171","E72","A93","A101",2,35,"A152",1,1,"A201",0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0.362343272418159
"937","C15937",1478,"P43",15,"S14","A33","A173","E73","A94","A101",3,33,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.070058972687681
"393","C15393",1569,"P43",15,"S14","A31","A172","E75","A93","A101",4,34,"A152",1,2,"A201",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.164777971319919
"4158","C19158",7824,"P41",28,"S14","A31","A173","E72","A93","A103",4,40,"A151",2,2,"A201",0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0.266045227580619
"4299","C19299",10297,"P41",48,"S11","A32","A173","E74","A93","A101",4,39,"A153",3,2,"A201",1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0.639160412605876
"3022","C18022",951,"P42",12,"S12","A32","A173","E72","A92","A101",4,27,"A151",4,1,"A201",1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.54869949200642
"3325","C18325",458,"P43",9,"S12","A32","A173","E73","A93","A101",3,24,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0.171006005462675
"2217","C17217",3913,"P43",36,"S13","A32","A173","E73","A93","A101",2,23,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.131617683018143
"549","C15549",3077,"P43",12,"S14","A32","A173","E73","A93","A101",4,52,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.0638255324815497
"4284","C19284",7476,"P46",48,"S11","A32","A174","E74","A93","A101",1,50,"A153",1,1,"A201",0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0.689746790166031
"1754","C16754",639,"P45",12,"S12","A32","A173","E73","A93","A101",2,30,"A152",1,1,"A201",1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0.293047773292849
"4738","C19738",4308,"P49",48,"S11","A32","A173","E72","A92","A101",4,24,"A151",1,1,"A201",1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0.870126876525925
"1363","C16363",5152,"P43",24,"S13","A32","A173","E74","A93","A101",2,25,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.0922732073318229
"1523","C16523",1442,"P40",18,"S11","A31","A172","E74","A93","A101",4,32,"A153",2,2,"A201",1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0.756536152571389
"3278","C18278",2828,"P42",24,"S11","A31","A173","E73","A93","A101",4,22,"A152",1,1,"A201",0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0.729049091111075
"1552","C16552",1216,"P43",24,"S12","A34","A173","E72","A93","A101",4,38,"A152",2,2,"A201",1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0.208080321046108
"1001","C16001",1371,"P40",24,"S11","A32","A173","E73","A92","A101",4,25,"A151",1,1,"A201",1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.665494948733669
"4773","C19773",1047,"P46",6,"S13","A34","A172","E73","A92","A101",4,50,"A152",1,1,"A201",0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0664259560930571
"3964","C18964",13756,"P40",60,"S14","A34","A174","E75","A93","A101",4,63,"A153",1,1,"A201",0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0.306037088304749
"4854","C19854",2476,"P41",21,"S14","A32","A174","E75","A93","A101",4,46,"A152",1,1,"A201",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0842423219804137
"3529","C18529",3357,"P43",21,"S11","A32","A173","E72","A92","A101",2,29,"A152",1,1,"A201",0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0.515387260312424
"2150","C17150",888,"P40",12,"S12","A32","A172","E75","A93","A101",4,41,"A152",1,2,"A201",1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.293047773292849
"1057","C16057",4605,"P41",48,"S11","A30","A173","E75","A93","A101",4,24,"A153",2,2,"A201",1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0.82265021394726
"4262","C19262",12169,"P40",48,"S12","A31","A174","E71","A93","A102",4,36,"A153",1,1,"A201",0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0.884874860084862
"999","C15999",2679,"P41",24,"S14","A32","A174","E72","A92","A101",1,29,"A152",1,1,"A201",0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0.12734272483123
"1245","C16245",1374,"P40",6,"S11","A32","A174","E71","A92","A101",3,75,"A152",1,1,"A201",0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0.539981178665056
"2489","C17489",454,"P45",6,"S12","A32","A172","E72","A94","A101",1,22,"A152",1,1,"A201",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0.261945535384495
"4420","C19420",1204,"P40",6,"S14","A30","A173","E73","A93","A101",1,35,"A151",1,1,"A202",0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0.0700987027661843
"3838","C18838",3398,"P40",8,"S11","A34","A172","E74","A93","A101",4,39,"A152",2,1,"A202",0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.0822979892965397
"2071","C17071",2923,"P40",21,"S13","A32","A174","E73","A92","A101",1,28,"A152",1,1,"A201",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0.136840011889528
"23","C15023",1995,"P40",12,"S12","A34","A173","E72","A93","A101",1,27,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0.181119533784234
"4862","C19862",1957,"P43",6,"S11","A34","A173","E74","A92","A101",4,31,"A152",1,1,"A201",0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0.178628300315061
"1440","C16440",1366,"P43",9,"S11","A32","A173","E72","A92","A101",4,22,"A151",1,1,"A201",1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0.501454362368696
"2990","C17990",1591,"P42",21,"S14","A33","A174","E74","A93","A101",3,34,"A152",2,1,"A201",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.143314138910187
"4885","C19885",3161,"P49",24,"S11","A31","A173","E73","A93","A101",2,31,"A151",1,1,"A201",1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0.791420855800797
"3264","C18264",3711,"P46",36,"S12","A32","A173","E73","A94","A101",2,27,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0.479583959413556
"1339","C16339",2746,"P42",36,"S11","A31","A173","E75","A93","A101",4,31,"A152",1,1,"A201",1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0.800474453950963
"3793","C18793",6403,"P43",24,"S12","A33","A173","E72","A93","A101",2,33,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0.339862625674981
"584","C15584",754,"P48",12,"S12","A32","A173","E75","A93","A101",4,38,"A152",2,1,"A201",0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.185631490468526
"4698","C19698",996,"P45",12,"S14","A34","A173","E74","A92","A101",4,23,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0.0799370288159394
"496","C15496",1076,"P49",12,"S14","A32","A173","E73","A94","A101",2,26,"A152",1,1,"A202",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0.0348567560931014
"2583","C17583",10722,"P40",47,"S11","A32","A172","E72","A92","A101",1,35,"A152",1,1,"A201",0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0.760291198813531
"2147","C17147",1543,"P42",6,"S14","A32","A173","E73","A91","A101",2,33,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0.12235634014503
"3538","C18538",1934,"P43",12,"S14","A34","A173","E75","A93","A101",2,26,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0.0336251372854894
"747","C15747",7721,"P42",24,"S11","A32","A173","E72","A92","A101",2,30,"A152",1,1,"A202",0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0.383682282607725
"4280","C19280",1249,"P40",24,"S14","A32","A173","E72","A94","A101",2,28,"A152",1,1,"A201",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0.218764052120376
"1777","C16777",2579,"P40",12,"S11","A32","A172","E72","A93","A101",1,33,"A152",1,2,"A201",1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0.418760243525794
"2661","C17661",3757,"P40",24,"S14","A32","A173","E75","A92","A102",4,62,"A153",1,1,"A201",0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0.263587169048441
"1499","C16499",2670,"P41",24,"S14","A32","A174","E75","A93","A101",4,35,"A152",1,1,"A201",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0922732073318229
"4861","C19861",707,"P43",12,"S14","A32","A173","E73","A93","A101",2,30,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.0638255324815497
"1701","C16701",6999,"P43",48,"S11","A32","A173","E74","A94","A103",1,34,"A152",2,1,"A201",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.326025691508532
"675","C15675",15653,"P43",60,"S14","A33","A173","E74","A93","A101",4,21,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.252030358321658
"3959","C18959",3780,"P42",18,"S14","A34","A174","E72","A91","A101",2,35,"A152",2,1,"A201",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0.138454114162756
"13","C15013",1935,"P49",24,"S12","A34","A173","E75","A91","A101",4,31,"A152",2,1,"A201",1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.302220776444304
"1556","C16556",1442,"P40",24,"S11","A32","A173","E74","A92","A101",4,23,"A151",2,1,"A201",1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0.665494948733669
"132","C15132",6314,"P50",24,"S14","A34","A174","E71","A93","A102",2,27,"A152",2,1,"A201",0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0.125043466806953
"2090","C17090",1533,"P42",18,"S14","A32","A172","E72","A94","A102",1,43,"A152",1,2,"A201",1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.136647182606115
"1042","C16042",804,"P43",12,"S14","A32","A173","E75","A93","A101",4,38,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0638255324815497
"3627","C18627",2302,"P43",36,"S11","A32","A173","E73","A91","A101",4,31,"A151",1,1,"A201",1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.619945271613435
"2929","C17929",4605,"P41",48,"S11","A30","A173","E75","A93","A101",4,24,"A153",2,2,"A201",1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0.82265021394726
"1854","C16854",1936,"P43",18,"S11","A32","A172","E74","A94","A101",4,23,"A151",2,1,"A201",0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0.394860765356309
"4847","C19847",1872,"P42",6,"S11","A34","A174","E71","A93","A101",4,36,"A153",3,1,"A201",0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0.380905299689187
"2828","C17828",1532,"P46",15,"S14","A34","A173","E73","A92","A101",3,31,"A152",1,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0875967466201952
"1012","C16012",7485,"P41",30,"S14","A31","A174","E71","A92","A101",1,53,"A152",1,1,"A201",1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0.318158791892893
"4061","C19061",1603,"P43",24,"S11","A32","A173","E75","A92","A101",4,55,"A152",1,1,"A201",0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.436875889591206
"615","C15615",5842,"P41",36,"S14","A34","A173","E75","A93","A101",2,35,"A152",2,2,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0.0718001806269258
"4870","C19870",1568,"P49",18,"S14","A32","A172","E73","A92","A101",4,24,"A151",1,1,"A201",0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0.226683048779547
"3802","C18802",3844,"P49",48,"S12","A30","A172","E74","A93","A101",4,34,"A153",1,2,"A201",1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0.835365626780607
"4867","C19867",2064,"P42",24,"S12","A33","A174","E71","A92","A101",2,34,"A152",1,1,"A201",1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0.562464088287585
"2336","C17336",1546,"P40",10,"S14","A32","A172","E73","A93","A101",2,31,"A152",1,2,"A202",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0326850600118024
"3079","C18079",2325,"P40",24,"S11","A31","A173","E74","A93","A101",3,32,"A152",1,1,"A201",0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0.729049091111075
"1048","C16048",2538,"P40",24,"S14","A33","A172","E75","A93","A101",4,47,"A152",2,2,"A201",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.156016974968144
"948","C15948",2503,"P49",30,"S12","A33","A173","E75","A93","A101",2,41,"A152",2,1,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.430101007556077
"1105","C16105",1216,"P43",24,"S12","A34","A173","E72","A93","A101",4,38,"A152",2,2,"A201",1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0.208080321046108
"4986","C19986",2384,"P43",24,"S11","A32","A172","E75","A93","A101",4,64,"A151",1,1,"A201",0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0.443444091625029
"998","C15998",2375,"P49",24,"S14","A33","A173","E73","A93","A101",2,44,"A152",2,2,"A201",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0.156016974968144
"1914","C16914",1188,"P49",21,"S12","A32","A173","E75","A92","A101",4,39,"A152",1,2,"A201",1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0.4343855046698
"1618","C16618",662,"P40",6,"S11","A32","A172","E72","A93","A101",4,41,"A152",1,2,"A201",0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.460883589499202
"2864","C17864",4351,"P42",24,"S12","A32","A172","E73","A92","A101",4,48,"A152",1,1,"A201",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0.459062938974264
"2551","C17551",6458,"P40",18,"S14","A31","A174","E75","A93","A101",4,39,"A152",2,2,"A201",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0.283897132217957
"1757","C16757",1503,"P41",12,"S14","A33","A173","E73","A94","A101",4,41,"A151",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0.087708508835187
"3143","C18143",926,"P40",12,"S14","A34","A171","E71","A92","A101",2,38,"A152",1,1,"A201",0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0.116302647819615
"4146","C19146",1546,"P43",24,"S11","A31","A172","E74","A93","A103",4,24,"A151",1,1,"A201",1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0.537943818422217
"3530","C18530",1386,"P40",12,"S14","A32","A173","E73","A92","A101",2,26,"A152",1,1,"A201",1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0.14547101254588
"3930","C18930",1155,"P43",12,"S12","A32","A172","E75","A94","A103",3,40,"A152",2,1,"A201",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.112838331340695
"9","C15009",2251,"P42",12,"S13","A32","A172","E73","A92","A101",2,46,"A152",1,1,"A201",0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0.14547101254588
"2099","C17099",10297,"P41",48,"S11","A32","A173","E74","A93","A101",4,39,"A153",3,2,"A201",1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0.639160412605876
"706","C15706",1901,"P43",24,"S14","A32","A174","E73","A93","A101",4,29,"A151",1,1,"A201",0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0.125375467595293
"2409","C17409",1418,"P40",10,"S14","A32","A172","E73","A93","A101",2,35,"A151",1,1,"A202",0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.0454816410196382
"235","C15235",1275,"P49",24,"S13","A34","A173","E73","A91","A101",4,36,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.114686042913361
"2509","C17509",9629,"P41",36,"S11","A34","A173","E74","A93","A101",4,24,"A152",2,1,"A201",1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0.300677399425924
"2905","C17905",626,"P43",12,"S11","A31","A172","E73","A92","A101",4,24,"A152",1,1,"A201",1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0.576732781148913
"1400","C16400",3017,"P42",12,"S12","A32","A174","E72","A92","A101",1,34,"A151",1,1,"A201",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0.456264374140192
"882","C15882",1715,"P43",30,"S12","A32","A173","E73","A92","A101",1,26,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0.28227262700841
"3528","C18528",1602,"P40",21,"S11","A34","A173","E75","A94","A101",3,30,"A152",2,1,"A201",0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0.321829718386664
"2851","C17851",1295,"P42",18,"S12","A34","A173","E72","A92","A101",1,27,"A152",2,1,"A201",0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0.270517511542588
"2031","C17031",3594,"P41",15,"S14","A33","A172","E72","A92","A101",2,46,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.135468711415615
"4961","C19961",601,"P42",4,"S14","A32","A172","E72","A92","A101",3,23,"A151",1,2,"A201",0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0.217910030285944
"4079","C19079",3650,"P42",18,"S11","A32","A173","E72","A92","A101",4,22,"A151",1,1,"A201",0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0.711654621196058
"3867","C18867",2473,"P42",18,"S11","A32","A171","E71","A93","A101",1,25,"A152",1,1,"A201",1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.468009926319775
"2631","C17631",3556,"P40",15,"S14","A32","A173","E73","A93","A101",2,29,"A152",1,1,"A201",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0.120493858525528
"4589","C19589",1412,"P49",12,"S14","A34","A174","E73","A92","A103",2,29,"A152",2,1,"A201",0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0.0462374547212916
"2433","C17433",1313,"P42",9,"S14","A32","A173","E75","A93","A101",4,20,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.100879418587663
"3626","C18626",1953,"P49",36,"S12","A30","A174","E75","A93","A101",4,61,"A153",1,1,"A201",1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0.772886705061983
"603","C15603",1418,"P40",10,"S14","A32","A172","E73","A93","A101",2,35,"A151",1,1,"A202",0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.0454816410196382
"526","C15526",4679,"P41",24,"S14","A33","A172","E74","A93","A101",3,35,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0922732073318229
"4674","C19674",2764,"P49",33,"S14","A33","A173","E73","A92","A101",2,26,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0.255114041811429
"490","C15490",7629,"P49",48,"S14","A34","A174","E75","A91","A101",2,46,"A152",2,2,"A201",0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0.223597042136655
"2269","C17269",1101,"P40",12,"S14","A32","A173","E73","A94","A101",2,27,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0.110305290232065
"1409","C16409",1223,"P40",12,"S12","A32","A173","E75","A91","A101",1,46,"A151",2,1,"A201",1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0.356480027043993
"319","C15319",6078,"P40",12,"S12","A32","A173","E74","A93","A101",2,32,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0.293047773292849
"3093","C18093",999,"P43",24,"S14","A32","A173","E75","A93","A101",2,25,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0922732073318229
"2180","C17180",983,"P42",12,"S12","A32","A172","E72","A92","A101",4,19,"A151",1,1,"A201",0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.54869949200642
"806","C15806",618,"P43",12,"S14","A34","A173","E75","A93","A101",4,56,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0336251372854894
"189","C15189",629,"P43",18,"S14","A34","A174","E75","A93","A101",3,32,"A152",2,1,"A201",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0407557644486945
"2350","C17350",14782,"P50",60,"S12","A31","A174","E75","A92","A101",4,60,"A153",2,1,"A201",1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0.912188504839501
"2400","C17400",10144,"P43",60,"S14","A32","A173","E74","A92","A101",4,21,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.316314740524133
"1043","C16043",4716,"P40",6,"S11","A34","A172","E72","A93","A101",3,44,"A152",2,2,"A201",0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0.30376870056044
"2461","C17461",3990,"P44",36,"S12","A31","A171","E72","A92","A101",2,29,"A152",1,1,"A201",0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.83387078891466
"725","C15725",1056,"P40",18,"S12","A34","A173","E75","A93","A103",3,30,"A152",2,1,"A201",1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0.125983428567776
"1589","C16589",1371,"P40",24,"S11","A32","A173","E73","A92","A101",4,25,"A151",1,1,"A201",1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.665494948733669
"4034","C19034",1311,"P43",24,"S14","A32","A173","E74","A94","A101",3,26,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0922732073318229
"3185","C18185",7253,"P41",33,"S14","A34","A174","E74","A93","A101",2,35,"A152",2,1,"A201",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0.0654227168880589
"4933","C19933",3612,"P42",18,"S12","A34","A173","E75","A92","A101",4,37,"A152",1,1,"A201",0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0.261830829654139
"4691","C19691",1592,"P42",12,"S14","A34","A173","E74","A92","A101",2,35,"A152",1,1,"A202",0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.0246840066344317
"3122","C18122",1240,"P43",12,"S14","A34","A173","E75","A92","A101",2,38,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0.0455978313401185
"3173","C18173",4153,"P42",18,"S11","A32","A173","E73","A93","A102",3,42,"A152",1,1,"A201",1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.456954021341531
"4477","C19477",5943,"P43",24,"S14","A32","A173","E72","A92","A101",1,44,"A152",2,1,"A201",1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0.12734272483123
"3056","C18056",2759,"P42",12,"S14","A30","A173","E75","A93","A101",4,34,"A152",2,1,"A201",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.245095868641083
"2327","C17327",1924,"P42",18,"S12","A32","A173","E72","A92","A101",3,27,"A151",1,1,"A201",1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.597521106137724
"2951","C17951",1503,"P43",4,"S14","A34","A172","E74","A93","A101",1,42,"A152",2,2,"A201",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0180677795122997
"4797","C19797",874,"P44",15,"S14","A32","A173","E72","A92","A101",1,24,"A152",1,1,"A201",0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0.164347061300677
"4122","C19122",2058,"P45",24,"S14","A34","A173","E73","A91","A101",2,33,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.114686042913361
"4222","C19222",1158,"P43",12,"S12","A32","A173","E73","A91","A101",1,26,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0.17764210463751
"2434","C17434",672,"P40",6,"S14","A32","A171","E71","A92","A101",4,54,"A152",1,1,"A201",0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.174362559758996
"2048","C17048",4370,"P43",42,"S11","A33","A173","E74","A93","A101",2,26,"A152",2,2,"A201",1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0.507070674260342
"728","C15728",3244,"P42",18,"S12","A30","A173","E73","A92","A101",4,33,"A152",2,1,"A201",0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0.645390892448045
"954","C15954",1842,"P40",36,"S11","A32","A173","E72","A92","A101",4,34,"A152",1,1,"A201",1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0.761135362977902
